OrderNumber,SalesChannel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,OrderQuantity,DiscountApplied,UnitCost,UnitPrice,TotalRevenue,TotalCost,Profit,DiscountedRevenue
"SO - 000757",Wholesale,WARE-NMK1003,2010-04-18,2018-08-15,2018-08-28,2018-09-05,USD,27,24,120,2,1,0.05,661.96,871,871,661.96,209.04,827.45
"SO - 000759",Online,WARE-UHY1004,2010-04-18,2018-08-15,2018-09-04,2018-09-09,USD,16,42,231,6,7,0.075,541.7,984.9,6894.3,3791.9,3102.4,6377.23
"SO - 000761",Online,WARE-PUJ1005,2010-04-18,2018-08-16,2018-09-13,2018-09-14,USD,13,24,304,29,1,0.075,126.63,234.5,234.5,126.63,107.87,216.91
"SO - 000763",In-Store,WARE-UHY1004,2010-04-18,2018-08-16,2018-08-23,2018-08-30,USD,2,13,223,32,4,0.05,591.74,857.6,3430.4,2366.96,1063.44,3258.88
"SO - 000768",In-Store,WARE-UHY1004,2010-04-18,2018-08-16,2018-09-04,2018-09-08,USD,4,5,220,2,6,0.05,85.02,180.9,1085.4,510.12,575.28,1031.13
"SO - 000770",Distributor,WARE-PUJ1005,2010-04-18,2018-08-16,2018-09-03,2018-09-05,USD,24,13,263,37,8,0.05,313.56,783.9,6271.2,2508.48,3762.72,5957.64
"SO - 000771",In-Store,WARE-UHY1004,2010-04-18,2018-08-17,2018-09-08,2018-09-12,USD,7,3,253,16,7,0.15,489.1,978.2,6847.4,3423.7,3423.7,5820.29
"SO - 000777",Distributor,WARE-NMK1003,2010-04-18,2018-08-17,2018-09-14,2018-09-24,USD,23,19,104,3,3,0.15,689.43,984.9,2954.7,2068.29,886.41,2511.5
"SO - 000784",Distributor,WARE-XYS1001,2010-04-18,2018-08-17,2018-09-11,2018-09-21,USD,21,35,12,26,6,0.05,110.75,194.3,1165.8,664.5,501.3,1107.51
"SO - 000803",Online,WARE-PUJ1005,2010-04-18,2018-08-20,2018-09-14,2018-09-22,USD,17,16,272,4,4,0.1,108.88,167.5,670,435.52,234.48,603
"SO - 000805",In-Store,WARE-PUJ1005,2010-04-18,2018-08-20,2018-09-17,2018-09-26,USD,5,44,302,35,2,0.1,527.63,837.5,1675,1055.26,619.74,1507.5
"SO - 000807",Online,WARE-NMK1003,2010-04-18,2018-08-20,2018-09-10,2018-09-16,USD,17,29,173,29,8,0.075,439.25,998.3,7986.4,3514,4472.4,7387.42
"SO - 000812",In-Store,WARE-NMK1003,2010-04-18,2018-08-21,2018-09-11,2018-09-21,USD,4,5,129,31,1,0.1,535.46,743.7,743.7,535.46,208.24,669.33
"SO - 000815",In-Store,WARE-NMK1003,2010-04-18,2018-08-21,2018-08-23,2018-08-31,USD,1,14,200,24,8,0.1,127.57,187.6,1500.8,1020.56,480.24,1350.72
"SO - 000820",Online,WARE-NMK1003,2018-07-19,2018-08-22,2018-09-18,2018-09-25,USD,17,42,95,6,7,0.05,93.4,227.8,1594.6,653.8,940.8,1514.87
"SO - 000821",Wholesale,WARE-XYS1001,2010-04-18,2018-08-22,2018-08-31,2018-09-01,USD,26,11,22,38,5,0.15,151.22,247.9,1239.5,756.1,483.4,1053.58
"SO - 000836",Online,WARE-UHY1004,2010-04-18,2018-08-23,2018-08-25,2018-09-03,USD,13,3,222,3,5,0.075,736.87,944.7,4723.5,3684.35,1039.15,4369.24
"SO - 000837",In-Store,WARE-XYS1001,2010-04-18,2018-08-23,2018-09-03,2018-09-09,USD,11,26,29,2,4,0.075,74.91,174.2,696.8,299.64,397.16,644.54
"SO - 000843",In-Store,WARE-NMK1003,2010-04-18,2018-08-24,2018-08-28,2018-09-04,USD,6,1,106,30,8,0.05,665.71,964.8,7718.4,5325.68,2392.72,7332.48
"SO - 000845",Wholesale,WARE-MKL1006,2010-04-18,2018-08-25,2018-09-04,2018-09-13,USD,27,31,330,12,7,0.075,117.59,261.3,1829.1,823.13,1005.97,1691.92
"SO - 000849",In-Store,WARE-NMK1003,2010-04-18,2018-08-25,2018-08-30,2018-09-06,USD,3,16,93,24,1,0.075,165.49,254.6,254.6,165.49,89.11,235.5
"SO - 000858",Online,WARE-UHY1004,2010-04-18,2018-08-26,2018-09-03,2018-09-07,USD,13,14,223,24,8,0.05,443.81,964.8,7718.4,3550.48,4167.92,7332.48
"SO - 000859",In-Store,WARE-UHY1004,2010-04-18,2018-08-27,2018-08-29,2018-08-30,USD,4,29,224,24,3,0.075,158.66,247.9,743.7,475.98,267.72,687.92
"SO - 000863",Online,WARE-NMK1003,2010-04-18,2018-08-27,2018-09-05,2018-09-14,USD,15,13,145,40,5,0.05,91.39,207.7,1038.5,456.95,581.55,986.58
"SO - 000875",Online,WARE-MKL1006,2010-04-18,2018-08-28,2018-09-22,2018-10-02,USD,18,6,361,27,5,0.05,137.95,194.3,971.5,689.75,281.75,922.92
"SO - 000883",Wholesale,WARE-UHY1004,2010-04-18,2018-08-29,2018-09-08,2018-09-11,USD,27,3,225,31,3,0.075,454.46,797.3,2391.9,1363.38,1028.52,2212.51
"SO - 000888",In-Store,WARE-XYS1001,2010-04-18,2018-08-30,2018-09-27,2018-09-29,USD,3,50,21,28,2,0.05,80.13,174.2,348.4,160.26,188.14,330.98
"SO - 000894",In-Store,WARE-UHY1004,2018-07-19,2018-08-30,2018-09-08,2018-09-16,USD,8,23,239,11,6,0.3,600.32,750.4,4502.4,3601.92,900.48,3151.68
"SO - 000895",Distributor,WARE-UHY1004,2010-04-18,2018-08-31,2018-09-17,2018-09-19,USD,22,22,226,18,2,0.05,100.5,167.5,335,201,134,318.25
"SO - 000898",Online,WARE-PUJ1005,2010-04-18,2018-08-31,2018-09-19,2018-09-23,USD,13,9,264,9,2,0.1,338.15,690.1,1380.2,676.3,703.9,1242.18
"SO - 000900",Distributor,WARE-MKL1006,2010-04-18,2018-08-31,2018-09-03,2018-09-11,USD,21,18,361,31,3,0.3,371.45,884.4,2653.2,1114.35,1538.85,1857.24
"SO - 000903",Online,WARE-NMK1003,2010-04-18,2018-09-01,2018-09-17,2018-09-24,USD,20,13,119,13,2,0.05,551.28,810.7,1621.4,1102.56,518.84,1540.33
"SO - 000905",Distributor,WARE-NBV1002,2010-04-18,2018-09-01,2018-09-11,2018-09-12,USD,25,33,87,39,4,0.1,337.68,844.2,3376.8,1350.72,2026.08,3039.12
"SO - 000906",Wholesale,WARE-UHY1004,2010-04-18,2018-09-01,2018-09-11,2018-09-15,USD,26,19,218,45,4,0.1,119.39,180.9,723.6,477.56,246.04,651.24
"SO - 000911",Online,WARE-MKL1006,2010-04-18,2018-09-02,2018-09-28,2018-10-07,USD,16,20,364,22,3,0.075,684,824.1,2472.3,2052,420.3,2286.88
"SO - 000919",Distributor,WARE-NMK1003,2018-07-19,2018-09-03,2018-09-13,2018-09-20,USD,25,3,183,37,2,0.2,117.59,261.3,522.6,235.18,287.42,418.08
"SO - 000923",In-Store,WARE-UHY1004,2010-04-18,2018-09-04,2018-09-07,2018-09-12,USD,8,41,217,12,3,0.2,132.12,227.8,683.4,396.36,287.04,546.72
"SO - 000929",In-Store,WARE-NMK1003,2010-04-18,2018-09-05,2018-09-26,2018-10-04,USD,7,14,159,33,3,0.1,198.59,261.3,783.9,595.77,188.13,705.51
"SO - 000932",In-Store,WARE-UHY1004,2018-07-19,2018-09-05,2018-10-01,2018-10-02,USD,9,20,211,37,7,0.05,131.39,247.9,1735.3,919.73,815.57,1648.54
"SO - 000936",Online,WARE-XYS1001,2018-07-19,2018-09-05,2018-09-21,2018-09-23,USD,18,21,54,4,7,0.1,660.35,857.6,6003.2,4622.45,1380.75,5402.88
"SO - 000940",Distributor,WARE-NMK1003,2010-04-18,2018-09-06,2018-09-14,2018-09-20,USD,20,7,101,13,6,0.05,511.75,897.8,5386.8,3070.5,2316.3,5117.46
"SO - 000948",Online,WARE-NBV1002,2018-07-19,2018-09-07,2018-09-26,2018-09-27,USD,18,10,64,38,7,0.05,730.43,924.6,6472.2,5113.01,1359.19,6148.59
"SO - 000950",Distributor,WARE-NMK1003,2010-04-18,2018-09-07,2018-09-19,2018-09-27,USD,21,19,127,29,6,0.1,515.1,830.8,4984.8,3090.6,1894.2,4486.32
"SO - 000956",In-Store,WARE-NMK1003,2010-04-18,2018-09-08,2018-09-18,2018-09-19,USD,1,45,134,15,4,0.2,85.43,167.5,670,341.72,328.28,536
"SO - 000958",Distributor,WARE-PUJ1005,2018-07-19,2018-09-08,2018-09-11,2018-09-17,USD,22,40,324,33,4,0.05,91.92,187.6,750.4,367.68,382.72,712.88
"SO - 000962",Distributor,WARE-XYS1001,2010-04-18,2018-09-09,2018-10-06,2018-10-11,USD,21,24,22,6,7,0.05,644.88,837.5,5862.5,4514.16,1348.34,5569.38
"SO - 000964",Distributor,WARE-XYS1001,2010-04-18,2018-09-09,2018-09-18,2018-09-24,USD,21,20,54,17,1,0.15,123.28,268,268,123.28,144.72,227.8
"SO - 000970",Online,WARE-UHY1004,2018-07-19,2018-09-10,2018-10-05,2018-10-06,USD,13,39,255,47,5,0.05,556.57,783.9,3919.5,2782.85,1136.65,3723.52
"SO - 000971",In-Store,WARE-PUJ1005,2018-07-19,2018-09-10,2018-09-12,2018-09-14,USD,7,4,310,3,8,0.075,557.44,871,6968,4459.52,2508.48,6445.4
"SO - 000974",In-Store,WARE-MKL1006,2010-04-18,2018-09-10,2018-09-21,2018-10-01,USD,7,3,361,26,5,0.2,509.07,877.7,4388.5,2545.35,1843.15,3510.8
"SO - 000975",In-Store,WARE-NMK1003,2018-07-19,2018-09-10,2018-09-16,2018-09-17,USD,3,28,193,7,6,0.1,151.55,261.3,1567.8,909.3,658.5,1411.02
"SO - 000978",In-Store,WARE-NMK1003,2018-07-19,2018-09-11,2018-10-09,2018-10-12,USD,6,18,121,7,5,0.05,135.68,180.9,904.5,678.4,226.1,859.28
"SO - 000985",Wholesale,WARE-XYS1001,2010-04-18,2018-09-11,2018-09-22,2018-09-25,USD,28,49,56,42,8,0.05,153.7,207.7,1661.6,1229.6,432,1578.52
"SO - 000987",Online,WARE-UHY1004,2010-04-18,2018-09-11,2018-10-08,2018-10-15,USD,16,42,224,41,7,0.2,627.12,964.8,6753.6,4389.84,2363.76,5402.88
"SO - 000993",In-Store,WARE-PUJ1005,2010-04-18,2018-09-12,2018-10-06,2018-10-15,USD,4,22,288,14,1,0.1,185.93,247.9,247.9,185.93,61.97,223.11
"SO - 000997",Distributor,WARE-MKL1006,2010-04-18,2018-09-12,2018-09-14,2018-09-18,USD,24,13,350,44,5,0.15,160.8,268,1340,804,536,1139
"SO - 0001001",Online,WARE-NMK1003,2010-04-18,2018-09-13,2018-09-22,2018-10-02,USD,14,46,120,42,6,0.2,101.04,174.2,1045.2,606.24,438.96,836.16
"SO - 0001008",Wholesale,WARE-PUJ1005,2018-07-19,2018-09-13,2018-10-10,2018-10-19,USD,26,23,291,5,3,0.05,490.11,891.1,2673.3,1470.33,1202.97,2539.64
"SO - 0001020",Online,WARE-PUJ1005,2018-07-19,2018-09-14,2018-09-21,2018-09-30,USD,16,3,282,16,3,0.1,137.95,194.3,582.9,413.85,169.05,524.61
"SO - 0001023",In-Store,WARE-XYS1001,2010-04-18,2018-09-15,2018-10-04,2018-10-09,USD,1,13,37,18,2,0.15,130.78,214.4,428.8,261.56,167.24,364.48
"SO - 0001031",Online,WARE-NBV1002,2018-07-19,2018-09-15,2018-09-23,2018-09-28,USD,12,26,86,42,4,0.05,788.66,998.3,3993.2,3154.64,838.56,3793.54
"SO - 0001046",Online,WARE-NBV1002,2018-07-19,2018-09-18,2018-10-10,2018-10-16,USD,15,37,60,46,7,0.05,400.26,690.1,4830.7,2801.82,2028.88,4589.16
"SO - 0001059",Distributor,WARE-XYS1001,2010-04-18,2018-09-20,2018-10-09,2018-10-12,USD,24,16,17,1,2,0.2,123.95,167.5,335,247.9,87.1,268
"SO - 0001061",Distributor,WARE-NMK1003,2010-04-18,2018-09-20,2018-10-09,2018-10-14,USD,23,44,134,9,8,0.05,110.55,167.5,1340,884.4,455.6,1273
"SO - 0001062",In-Store,WARE-NMK1003,2010-04-18,2018-09-20,2018-10-14,2018-10-16,USD,1,29,153,18,1,0.05,553.15,864.3,864.3,553.15,311.15,821.08
"SO - 0001065",In-Store,WARE-NBV1002,2018-07-19,2018-09-21,2018-09-29,2018-10-03,USD,2,39,66,15,6,0.2,406.82,924.6,5547.6,2440.92,3106.68,4438.08
"SO - 0001066",In-Store,WARE-NMK1003,2018-07-19,2018-09-21,2018-09-30,2018-10-09,USD,4,47,160,1,4,0.1,619.08,884.4,3537.6,2476.32,1061.28,3183.84
"SO - 0001068",In-Store,WARE-MKL1006,2010-04-18,2018-09-21,2018-10-14,2018-10-15,USD,3,42,357,18,8,0.05,656.47,924.6,7396.8,5251.76,2145.04,7026.96
"SO - 0001072",Distributor,WARE-UHY1004,2018-07-19,2018-09-22,2018-10-01,2018-10-03,USD,23,46,261,30,7,0.15,370.85,904.5,6331.5,2595.95,3735.55,5381.78
"SO - 0001074",In-Store,WARE-PUJ1005,2010-04-18,2018-09-22,2018-09-30,2018-10-05,USD,1,14,291,5,7,0.15,116.71,174.2,1219.4,816.97,402.43,1036.49
"SO - 0001084",Online,WARE-NMK1003,2010-04-18,2018-09-23,2018-10-06,2018-10-07,USD,17,11,155,27,2,0.05,86.43,201,402,172.86,229.14,381.9
"SO - 0001089",Online,WARE-PUJ1005,2010-04-18,2018-09-23,2018-09-25,2018-10-04,USD,15,16,285,13,5,0.3,377.88,944.7,4723.5,1889.4,2834.1,3306.45
"SO - 0001091",Online,WARE-MKL1006,2010-04-18,2018-09-24,2018-10-02,2018-10-07,USD,14,20,336,10,2,0.2,151.96,180.9,361.8,303.92,57.88,289.44
"SO - 0001093",In-Store,WARE-PUJ1005,2018-07-19,2018-09-24,2018-10-06,2018-10-11,USD,12,41,286,14,8,0.075,410.04,804,6432,3280.32,3151.68,5949.6
"SO - 0001095",Online,WARE-NMK1003,2010-04-18,2018-09-24,2018-10-14,2018-10-23,USD,14,18,174,22,7,0.1,437.18,971.5,6800.5,3060.26,3740.24,6120.45
"SO - 0001110",In-Store,WARE-XYS1001,2010-04-18,2018-09-26,2018-10-12,2018-10-19,USD,10,3,29,2,4,0.4,559.92,917.9,3671.6,2239.68,1431.92,2202.96
"SO - 0001114",In-Store,WARE-PUJ1005,2010-04-18,2018-09-26,2018-10-18,2018-10-24,USD,6,34,298,34,5,0.075,108.34,221.1,1105.5,541.7,563.8,1022.59
"SO - 0001125",Online,WARE-NMK1003,2018-07-19,2018-09-27,2018-10-23,2018-10-28,USD,12,18,199,36,4,0.2,130.25,180.9,723.6,521,202.6,578.88
"SO - 0001126",In-Store,WARE-NMK1003,2010-04-18,2018-09-28,2018-10-05,2018-10-15,USD,12,2,126,3,1,0.15,631.94,877.7,877.7,631.94,245.76,746.04
"SO - 0001138",Online,WARE-PUJ1005,2018-07-19,2018-09-29,2018-10-03,2018-10-08,USD,16,8,306,39,4,0.1,178.49,247.9,991.6,713.96,277.64,892.44
"SO - 0001139",Distributor,WARE-NMK1003,2018-07-19,2018-09-29,2018-10-01,2018-10-10,USD,22,37,113,23,6,0.15,141.5,221.1,1326.6,849,477.6,1127.61
"SO - 0001147",Online,WARE-UHY1004,2010-04-18,2018-09-30,2018-10-03,2018-10-09,USD,12,42,243,29,2,0.1,753.21,978.2,1956.4,1506.42,449.98,1760.76
"SO - 0001148",In-Store,WARE-UHY1004,2018-07-19,2018-09-30,2018-10-04,2018-10-06,USD,11,29,215,11,3,0.05,554.76,770.5,2311.5,1664.28,647.22,2195.93
"SO - 0001159",In-Store,WARE-NMK1003,2018-07-19,2018-10-01,2018-10-15,2018-10-17,USD,10,19,89,12,4,0.05,552.48,891.1,3564.4,2209.92,1354.48,3386.18
"SO - 0001163",Online,WARE-XYS1001,2018-07-19,2018-10-02,2018-10-15,2018-10-17,USD,13,2,51,44,6,0.1,431.41,917.9,5507.4,2588.46,2918.94,4956.66
"SO - 0001174",Online,WARE-NMK1003,2010-04-18,2018-10-03,2018-10-13,2018-10-18,USD,19,3,141,1,4,0.15,564.01,924.6,3698.4,2256.04,1442.36,3143.64
"SO - 0001175",Distributor,WARE-NMK1003,2018-07-19,2018-10-03,2018-10-14,2018-10-18,USD,24,49,128,11,5,0.05,146.33,261.3,1306.5,731.65,574.85,1241.18
"SO - 0001176",Online,WARE-XYS1001,2018-07-19,2018-10-04,2018-10-29,2018-11-06,USD,12,50,15,8,6,0.1,161.81,234.5,1407,970.86,436.14,1266.3
"SO - 0001180",Wholesale,WARE-MKL1006,2018-07-19,2018-10-04,2018-10-12,2018-10-13,USD,27,9,342,29,2,0.15,535.87,864.3,1728.6,1071.74,656.86,1469.31
"SO - 0001184",In-Store,WARE-PUJ1005,2018-07-19,2018-10-05,2018-10-16,2018-10-18,USD,7,7,299,23,6,0.1,706.78,917.9,5507.4,4240.68,1266.72,4956.66
"SO - 0001189",Wholesale,WARE-PUJ1005,2018-07-19,2018-10-06,2018-10-31,2018-11-01,USD,26,46,270,45,2,0.05,83.55,194.3,388.6,167.1,221.5,369.17
"SO - 0001194",Wholesale,WARE-PUJ1005,2010-04-18,2018-10-06,2018-10-20,2018-10-26,USD,25,41,273,34,1,0.1,154.37,214.4,214.4,154.37,60.03,192.96
"SO - 0001196",In-Store,WARE-NMK1003,2018-07-19,2018-10-07,2018-10-24,2018-10-29,USD,7,11,160,47,7,0.1,615.06,904.5,6331.5,4305.42,2026.08,5698.35
"SO - 0001201",In-Store,WARE-XYS1001,2018-07-19,2018-10-07,2018-10-28,2018-10-31,USD,12,24,26,39,5,0.1,101.84,254.6,1273,509.2,763.8,1145.7
"SO - 0001209",Wholesale,WARE-NMK1003,2018-07-19,2018-10-09,2018-10-30,2018-11-09,USD,26,1,136,31,7,0.075,114.97,174.2,1219.4,804.79,414.61,1127.95
"SO - 0001215",In-Store,WARE-PUJ1005,2018-07-19,2018-10-10,2018-10-23,2018-10-24,USD,1,43,309,39,5,0.075,94.07,180.9,904.5,470.35,434.15,836.66
"SO - 0001219",Distributor,WARE-XYS1001,2018-07-19,2018-10-10,2018-11-05,2018-11-06,USD,22,20,2,46,1,0.05,130.25,180.9,180.9,130.25,50.65,171.86
"SO - 0001227",Wholesale,WARE-UHY1004,2018-07-19,2018-10-12,2018-10-28,2018-11-01,USD,27,50,253,43,8,0.1,395.57,824.1,6592.8,3164.56,3428.24,5933.52
"SO - 0001228",Distributor,WARE-UHY1004,2018-07-19,2018-10-12,2018-10-27,2018-11-01,USD,21,35,253,10,8,0.05,441.66,690.1,5520.8,3533.28,1987.52,5244.76
"SO - 0001233",In-Store,WARE-PUJ1005,2018-07-19,2018-10-13,2018-10-25,2018-11-04,USD,6,46,325,8,2,0.05,151.62,207.7,415.4,303.24,112.16,394.63
"SO - 0001239",Online,WARE-MKL1006,2018-07-19,2018-10-13,2018-10-24,2018-10-27,USD,14,19,331,10,5,0.075,668.93,857.6,4288,3344.65,943.35,3966.4
"SO - 0001242",Distributor,WARE-PUJ1005,2018-07-19,2018-10-14,2018-11-08,2018-11-17,USD,24,39,305,25,4,0.05,388.33,844.2,3376.8,1553.32,1823.48,3207.96
"SO - 0001244",In-Store,WARE-PUJ1005,2018-07-19,2018-10-15,2018-10-17,2018-10-18,USD,6,6,301,1,2,0.05,591.74,924.6,1849.2,1183.48,665.72,1756.74
"SO - 0001246",Wholesale,WARE-NBV1002,2018-07-19,2018-10-15,2018-10-22,2018-10-31,USD,26,32,75,28,5,0.15,172.46,261.3,1306.5,862.3,444.2,1110.53
"SO - 0001251",Online,WARE-NMK1003,2018-07-19,2018-10-15,2018-11-05,2018-11-07,USD,18,42,170,15,6,0.2,387.33,944.7,5668.2,2323.98,3344.22,4534.56
"SO - 0001252",In-Store,WARE-MKL1006,2010-04-18,2018-10-15,2018-10-31,2018-11-01,USD,3,8,347,12,7,0.05,553.09,850.9,5956.3,3871.63,2084.67,5658.48
"SO - 0001253",Online,WARE-NBV1002,2018-07-19,2018-10-15,2018-11-01,2018-11-09,USD,15,40,71,46,5,0.075,174.47,207.7,1038.5,872.35,166.15,960.61
"SO - 0001256",In-Store,WARE-NMK1003,2018-07-19,2018-10-16,2018-10-19,2018-10-24,USD,6,4,91,20,3,0.075,185.72,241.2,723.6,557.16,166.44,669.33
"SO - 0001265",In-Store,WARE-PUJ1005,2018-07-19,2018-10-17,2018-11-01,2018-11-03,USD,9,25,315,43,7,0.05,166.43,241.2,1688.4,1165.01,523.39,1603.98
"SO - 0001266",Online,WARE-NMK1003,2018-07-19,2018-10-18,2018-11-11,2018-11-20,USD,19,46,151,14,2,0.05,156.78,241.2,482.4,313.56,168.84,458.28
"SO - 0001268",Online,WARE-NMK1003,2018-07-19,2018-10-18,2018-11-07,2018-11-13,USD,18,42,139,34,1,0.1,178.22,234.5,234.5,178.22,56.28,211.05
"SO - 0001269",In-Store,WARE-NMK1003,2018-07-19,2018-10-18,2018-11-01,2018-11-11,USD,4,33,142,19,4,0.15,741.69,904.5,3618,2966.76,651.24,3075.3
"SO - 0001272",In-Store,WARE-XYS1001,2018-07-19,2018-10-18,2018-10-23,2018-11-02,USD,11,46,26,4,4,0.15,180.3,261.3,1045.2,721.2,324,888.42
"SO - 0001278",In-Store,WARE-UHY1004,2018-07-19,2018-10-19,2018-10-31,2018-11-09,USD,10,11,257,33,7,0.075,200.2,241.2,1688.4,1401.4,287,1561.77
"SO - 0001280",Online,WARE-PUJ1005,2018-07-19,2018-10-19,2018-11-11,2018-11-15,USD,18,23,306,3,6,0.075,391.15,931.3,5587.8,2346.9,3240.9,5168.72
"SO - 0001290",In-Store,WARE-NMK1003,2018-07-19,2018-10-20,2018-10-26,2018-10-27,USD,2,30,112,36,4,0.3,650.5,891.1,3564.4,2602,962.4,2495.08
"SO - 0001293",Online,WARE-PUJ1005,2018-07-19,2018-10-21,2018-11-14,2018-11-18,USD,13,13,329,6,3,0.05,396.37,683.4,2050.2,1189.11,861.09,1947.69
"SO - 0001298",In-Store,WARE-PUJ1005,2018-07-19,2018-10-21,2018-11-01,2018-11-06,USD,4,33,278,9,6,0.1,437.64,951.4,5708.4,2625.84,3082.56,5137.56
"SO - 0001301",Wholesale,WARE-PUJ1005,2018-07-19,2018-10-22,2018-10-30,2018-11-08,USD,26,10,303,14,1,0.15,194.64,234.5,234.5,194.64,39.86,199.32
"SO - 0001308",In-Store,WARE-PUJ1005,2018-07-19,2018-10-22,2018-11-16,2018-11-21,USD,10,46,307,47,8,0.075,736.2,897.8,7182.4,5889.6,1292.8,6643.72
"SO - 0001309",Online,WARE-MKL1006,2018-07-19,2018-10-22,2018-11-18,2018-11-25,USD,16,14,362,9,2,0.4,586.25,837.5,1675,1172.5,502.5,1005
"SO - 0001310",Online,WARE-XYS1001,2018-07-19,2018-10-22,2018-11-06,2018-11-10,USD,13,13,8,46,3,0.075,626.45,737,2211,1879.35,331.65,2045.18
"SO - 0001311",In-Store,WARE-UHY1004,2018-07-19,2018-10-23,2018-11-07,2018-11-11,USD,5,39,241,40,6,0.05,146.53,180.9,1085.4,879.18,206.22,1031.13
"SO - 0001313",In-Store,WARE-XYS1001,2018-07-19,2018-10-23,2018-11-04,2018-11-07,USD,7,20,45,18,4,0.075,85.02,180.9,723.6,340.08,383.52,669.33
"SO - 0001314",Online,WARE-NMK1003,2018-07-19,2018-10-23,2018-11-03,2018-11-09,USD,13,8,142,20,5,0.075,777.2,971.5,4857.5,3886,971.5,4493.19
"SO - 0001317",Online,WARE-NBV1002,2018-07-19,2018-10-24,2018-11-08,2018-11-14,USD,16,14,63,4,6,0.15,150.35,227.8,1366.8,902.1,464.7,1161.78
"SO - 0001322",In-Store,WARE-MKL1006,2018-07-19,2018-10-24,2018-11-15,2018-11-23,USD,12,12,335,8,8,0.1,137.08,207.7,1661.6,1096.64,564.96,1495.44
"SO - 0001324",In-Store,WARE-UHY1004,2018-07-19,2018-10-25,2018-11-04,2018-11-10,USD,5,13,247,5,5,0.2,475.97,991.6,4958,2379.85,2578.15,3966.4
"SO - 0001326",In-Store,WARE-XYS1001,2018-07-19,2018-10-25,2018-10-29,2018-11-04,USD,6,3,5,1,8,0.05,152.76,201,1608,1222.08,385.92,1527.6
"SO - 0001335",In-Store,WARE-NMK1003,2018-07-19,2018-10-26,2018-11-15,2018-11-25,USD,4,44,94,45,2,0.1,185.72,221.1,442.2,371.44,70.76,397.98
"SO - 0001337",Distributor,WARE-PUJ1005,2018-07-19,2018-10-26,2018-11-07,2018-11-16,USD,24,42,319,4,7,0.075,125.96,268,1876,881.72,994.28,1735.3
"SO - 0001347",In-Store,WARE-NMK1003,2018-07-19,2018-10-27,2018-11-04,2018-11-05,USD,4,35,140,45,7,0.075,465.18,877.7,6143.9,3256.26,2887.64,5683.11
"SO - 0001350",Distributor,WARE-PUJ1005,2018-07-19,2018-10-28,2018-11-11,2018-11-20,USD,22,50,262,13,6,0.1,121.94,187.6,1125.6,731.64,393.96,1013.04
"SO - 0001358",Distributor,WARE-MKL1006,2018-07-19,2018-10-29,2018-11-07,2018-11-16,USD,23,5,334,23,8,0.075,600.99,871,6968,4807.92,2160.08,6445.4
"SO - 0001363",Online,WARE-NMK1003,2018-07-19,2018-10-29,2018-11-13,2018-11-19,USD,14,5,143,27,5,0.075,762.19,964.8,4824,3810.95,1013.05,4462.2
"SO - 0001364",In-Store,WARE-XYS1001,2018-07-19,2018-10-29,2018-11-23,2018-12-03,USD,8,32,57,25,6,0.15,155.44,268,1608,932.64,675.36,1366.8
"SO - 0001365",Distributor,WARE-UHY1004,2018-07-19,2018-10-29,2018-11-11,2018-11-12,USD,22,28,210,45,1,0.2,665.18,978.2,978.2,665.18,313.02,782.56
"SO - 0001375",In-Store,WARE-MKL1006,2018-07-19,2018-10-31,2018-11-28,2018-12-05,USD,3,39,350,13,6,0.1,621.22,817.4,4904.4,3727.32,1177.08,4413.96
"SO - 0001380",Distributor,WARE-NMK1003,2018-07-19,2018-10-31,2018-11-02,2018-11-05,USD,24,24,99,4,1,0.2,654.46,991.6,991.6,654.46,337.14,793.28
"SO - 0001381",In-Store,WARE-MKL1006,2018-07-19,2018-10-31,2018-11-12,2018-11-17,USD,5,30,335,25,8,0.1,124.75,254.6,2036.8,998,1038.8,1833.12
"SO - 0001388",Online,WARE-PUJ1005,2018-07-19,2018-11-01,2018-11-09,2018-11-12,USD,20,9,304,23,5,0.075,216.88,261.3,1306.5,1084.4,222.1,1208.51
"SO - 0001393",In-Store,WARE-NMK1003,2018-07-19,2018-11-01,2018-11-29,2018-12-03,USD,7,20,159,11,2,0.1,548.86,857.6,1715.2,1097.72,617.48,1543.68
"SO - 0001394",In-Store,WARE-MKL1006,2018-07-19,2018-11-01,2018-11-22,2018-11-26,USD,5,15,359,4,3,0.3,762.19,964.8,2894.4,2286.57,607.83,2026.08
"SO - 0001399",In-Store,WARE-NMK1003,2018-07-19,2018-11-02,2018-11-10,2018-11-14,USD,4,3,183,38,5,0.15,557.44,857.6,4288,2787.2,1500.8,3644.8
"SO - 0001400",Online,WARE-MKL1006,2018-07-19,2018-11-02,2018-11-26,2018-11-27,USD,17,48,363,38,8,0.1,183.51,221.1,1768.8,1468.08,300.72,1591.92
"SO - 0001405",In-Store,WARE-PUJ1005,2018-07-19,2018-11-03,2018-11-20,2018-11-30,USD,12,19,320,19,2,0.05,661.29,944.7,1889.4,1322.58,566.82,1794.93
"SO - 0001409",Online,WARE-UHY1004,2018-07-19,2018-11-03,2018-11-28,2018-11-29,USD,14,44,227,13,1,0.3,142.38,167.5,167.5,142.38,25.12,117.25
